County,Latitude,Longitude
Marion County,42.3689363,-87.8271534
Vigo County,29.2787765,-82.12784
Dearborn County,39.4165382,-87.4207518
Blackford County,39.1713075,-84.981754
Perry County,40.4992784,-85.3136218
Spencer County,40.371376,-77.2405153
Bartholomew County,38.0123167,-85.3136218
Howard County,39.206801,-85.8895551
Porter County,39.2873463,-76.964306
Huntington County,41.5248577,-87.1023746
Pike County,40.7911217,-85.520024
Clark County,41.3361875,-75.0611147
Jay County,36.0795613,-115.094045
Allen County,40.4465288,-85.023346
Putnam County,41.0932622,-85.023346
Clay County,41.4351069,-73.7948516
Cass County,29.9943564,-81.7787021
Kosciusko County,38.6574448,-94.315422
Pulaski County,41.2864679,-85.8486236
Posey County,34.7538615,-92.2236667
Montgomery County,38.0020359,-87.8942451
Wells County,39.1547426,-77.2405153
Gibson County,40.7778348,-85.1894045
Monroe County,38.3338249,-87.5791287
Johnson County,43.2841246,-77.7452081
Madison County,38.845412,-94.8520636
Jackson County,38.9041402,-89.9253233
Tippecanoe County,38.9914998,-94.315422
St. Joseph County,40.3469731,-86.8220341
Jasper County,41.6228085,-86.3376761
Harrison County,32.491436,-81.0754657
Vanderburgh County,30.432087,-89.0179332
Grant County,38.0806099,-87.5791287
Crawford County,47.1981147,-119.3732456
Wayne County,41.6661391,-80.2767327
Dubois County,42.2790746,-83.336188
Franklin County,38.357918,-86.8220341
LaPorte County,40.0154745,-82.9931607
Noble County,41.4775131,-86.8220341
Whitley County,41.4277391,-85.354965
Randolph County,41.1136133,-85.520024
Jennings County,35.7449531,-79.8296743
LaGrange County,38.9914998,-85.684578
Adams County,41.6288702,-85.3962769
Elkhart County,39.8398269,-104.1930918
Parke County,41.6062253,-85.8486236
Jefferson County,39.6992946,-87.1422895
Fulton County,39.5800298,-105.2662931
Delaware County,33.8033965,-84.3962535
Clinton County,39.907793,-75.3878525
Greene County,42.9663458,-84.5222189
Sullivan County,39.697399,-83.8897057
DeKalb County,41.6897493,-74.7805192
Lawrence County,33.7956441,-84.2278796
Henry County,40.957855,-80.365865
White County,33.4347963,-84.1435136
Washington County,34.6567728,-83.7199136
Marshall County,45.5469616,-123.1386021
Switzerland County,34.3652297,-86.3376761
Wabash County,38.8419394,-85.0649071
Starke County,40.8033875,-85.8486236
Martin County,41.2715616,-86.6207943
Decatur County,27.0804935,-80.4103957
Benton County,39.3176186,-85.520024
Brown County,44.6281686,-123.3873877
Scott County,44.4561674,-87.9334803
Steuben County,44.6834072,-93.5407909
Carroll County,42.321027,-77.3783789
Daviess County,39.5423418,-77.0564464
Owen County,37.7307984,-87.1023746
Ripley County,39.3603429,-86.8220341
Vermillion County,39.0986811,-85.2308414
Miami County,39.8512139,-87.4802068
Ohio County,40.081473,-84.1857115
Union County,37.5108523,-86.8220341
Fayette County,34.9338651,-80.543845
Iowa,37.5108523,-86.8220341
US ,41.5293779,-94.0695454
Monona County,37.09024,-95.712891
Winnebago County,42.001594,-95.9832577
Adams County,44.0126679,-88.7108964
Palo Alto County,39.8398269,-104.1930918
Osceola County,43.1580878,-94.645035
Poweshiek County,28.1019838,-81.0754657
Franklin County,41.6530119,-92.539603
Clayton County,40.0154745,-82.9931607
Calhoun County,33.5571944,-84.375233
Taylor County,33.7701576,-85.80766
Mills County,32.2455088,-99.8124935
Harrison County,41.0624496,-95.6457951
Lucas County,30.432087,-89.0179332
Dickinson County,41.6894388,-83.3789389
Dallas County,43.4049388,-95.1849219
Wapello County,32.8024682,-96.8350999
Warren County,41.0148894,-92.3813621
Shelby County,39.4241422,-84.1857115
Marion County,35.1268552,-89.9253233
Grundy County,29.2787765,-82.12784
Linn County,41.3500531,-88.4016041
Worth County,42.0659844,-91.6760691
Van Buren County,43.3580686,-93.3388917
Guthrie County,42.2459665,-86.0121573
Delaware County,41.7530909,-94.479976
Butler County,39.907793,-75.3878525
Dubuque County,39.440463,-84.5222189
Johnson County,42.4694679,-90.8294002
Montgomery County,38.845412,-94.8520636
Madison County,39.1547426,-77.2405153
Fayette County,38.9041402,-89.9253233
Benton County,33.4502206,-84.4802606
Polk County,44.6281686,-123.3873877
Jefferson County,27.8617347,-81.6911559
Greene County,39.5800298,-105.2662931
Washington County,39.697399,-83.8897057
Kossuth County,45.5469616,-123.1386021
Black Hawk County,43.2513384,-94.2333355
Tama County,42.447804,-92.3813621
Jasper County,42.1292592,-92.539603
Cerro Gordo County,32.491436,-81.0754657
Decatur County,43.1543186,-93.2029675
Story County,39.3176186,-85.520024
Des Moines County,42.1040438,-93.5003454
Hardin County,40.9123374,-91.1736994
Scott County,30.364764,-94.315422
Floyd County,44.6834072,-93.5407909
Iowa County,38.2869276,-85.8895551
Sioux County,42.9416737,-90.0746767
Clay County,43.0869936,-96.1526985
Boone County,29.9943564,-81.7787021
Clinton County,38.9940572,-84.7315563
Ringgold County,42.9663458,-84.5222189
Davis County,40.7973811,-94.315422
Clarke County,40.9628845,-112.0953297
Carroll County,33.9519347,-83.357567
Muscatine County,39.5423418,-77.0564464
Cedar County,41.5156913,-91.135302
Bremer County,41.8346154,-91.135302
Lee County,42.761082,-92.3813621
Jones County,26.6630286,-81.9534815
Allamakee County,31.5343241,-89.1705998
Hancock County,43.2430754,-91.443469
Buena Vista County,39.8249915,-85.8486236
Woodbury County,42.6705452,-95.1432068
Buchanan County,42.3166158,-95.9832577
Page County,39.6349791,-94.8105955
Marshall County,38.6301331,-78.52065
Webster County,34.3652297,-86.3376761
Winneshiek County,42.3974963,-94.1513764
Pocahontas County,43.2362611,-91.9099238
Monroe County,38.3101706,-80.0087746
Pottawattamie County,43.2841246,-77.7452081
Howard County,41.3911501,-95.4777811
Chickasaw County,39.2873463,-76.964306
Cass County,43.0724667,-92.3813621
Union County,38.6574448,-94.315422
Wright County,34.9338651,-80.543845
Mitchell County,45.1538202,-94.0190943
Jackson County,36.0277763,-82.1496049
O'Brien County,38.9914998,-94.315422
Louisa County,43.1131245,-95.6457951
Humboldt County,37.9925909,-77.973865
Sac County,40.7450055,-123.8695086
Hamilton County,38.47467,-121.3541631
Crawford County,35.1618966,-85.1479364
Emmet County,41.6661391,-80.2767327
Plymouth County,45.6418969,-84.9769067
Cherokee County,42.776665,-96.1526985
Mahaska County,34.2514526,-84.4802606
Lyon County,41.329588,-92.6983868
Ida County,38.9524739,-119.1390642
Adair County,42.3418685,-95.4777811
Keokuk County,41.2741733,-94.479976
Henry County,41.3397063,-92.2236667
Fremont County,33.4347963,-84.1435136
Audubon County,38.5306514,-105.5005483
Wayne County,41.7326826,-94.976654
Appanoose County,42.2790746,-83.336188
Kansas,39.8398269,-104.1930918
US ,39.011902,-98.4842465
Allen County,37.09024,-95.712891
Anderson County,41.0932622,-85.023346
Atchison County,34.5528328,-82.6483442
Barber County,39.5701137,-95.3520876
Barton County,37.2299788,-98.7481167
Bourbon County,38.3613844,-98.7651482
Brown County,38.2170752,-84.2278796
Butler County,44.4561674,-87.9334803
Chase County,39.440463,-84.5222189
Chautauqua County,38.3007661,-96.5783387
Cherokee County,42.2312829,-79.560344
Cheyenne County,34.2514526,-84.4802606
Clark County,38.8002562,-102.6216211
Clay County,36.0795613,-115.094045
Cloud County,29.9943564,-81.7787021
Coffey County,39.4795571,-97.6982272
Comanche County,38.2570639,-95.8142885
Cowley County,34.6612778,-98.3964938
Crawford County,37.2660235,-96.9209135
Decatur County,41.6661391,-80.2767327
Dickinson County,39.3176186,-85.520024
Doniphan County,43.4049388,-95.1849219
Douglas County,39.8245628,-95.1849219
Edwards County,39.2587106,-104.9388853
Elk County,29.9282955,-100.439656
Ellis County,41.4284924,-78.5660852
Ellsworth County,32.2619765,-96.8350999
Finney County,38.615225,-98.2212979
Ford County,38.0625252,-100.8903099
Franklin County,37.6540069,-99.8124935
Geary County,40.0154745,-82.9931607
Gove County,38.9984685,-96.7922355
Graham County,38.9271279,-100.5296115
Grant County,33.076805,-109.7591675
Gray County,47.1981147,-119.3732456
Greeley County,35.3352558,-100.8903099
Greenwood County,38.4738028,-101.7979613
Hamilton County,34.1672949,-82.12784
Harper County,35.1618966,-85.1479364
Harvey County,37.1096002,-98.0465185
Haskell County,38.0025215,-97.3516558
Hodgeman County,33.1403423,-99.8124935
Jackson County,38.1429747,-99.9912254
Jefferson County,38.9914998,-94.315422
Jewell County,39.5800298,-105.2662931
Johnson County,39.7720227,-98.2212979
Kearny County,38.845412,-94.8520636
Kingman County,38.0281402,-101.2523792
Kiowa County,37.6071593,-98.2212979
Labette County,37.5285165,-99.2785583
Lane County,37.2639041,-95.3102505
Leavenworth County,43.9610092,-122.6618227
Lincoln County,39.1713075,-95.018246
Linn County,35.4637028,-81.2078164
Logan County,42.0659844,-91.6760691
Lyon County,40.3899679,-83.8473015
Marion County,38.9524739,-119.1390642
Marshall County,29.2787765,-82.12784
McPherson County,34.3652297,-86.3376761
Meade County,38.3164433,-97.6982272
Miami County,44.4415188,-102.6855069
Mitchell County,40.081473,-84.1857115
Montgomery County,36.0277763,-82.1496049
Morris County,39.1547426,-77.2405153
Morton County,40.8336038,-74.5463282
Nemaha County,46.6683872,-101.1621736
Neosho County,39.7451077,-95.9832577
Ness County,37.6045688,-95.3102505
Norton County,38.4769509,-99.9912254
Osage County,39.7959566,-99.9912254
Osborne County,36.6189367,-96.2375947
Ottawa County,39.4051157,-98.7481167
Pawnee County,42.953023,-86.0937312
Phillips County,36.2918339,-96.7065914
Pottawatomie County,34.4611206,-90.8675134
Pratt County,39.3976344,-96.3226072
Rawlins County,37.5691719,-98.7481167
Reno County,39.8600904,-101.0711758
Republic County,37.9569553,-98.0465185
Rice County,39.807989,-97.6982272
Riley County,44.2749995,-93.3388917
Rooks County,39.3686475,-96.8350999
Rush County,39.3638509,-99.2785583
Russell County,39.6481768,-85.520024
Saline County,36.9904385,-82.0842901
Scott County,34.5708215,-92.539603
Sedgwick County,44.6834072,-93.5407909
Seward County,37.6537367,-97.5247243
Shawnee County,37.221014,-100.8903099
Sheridan County,39.0928449,-95.8142885
Sherman County,44.787904,-106.925973
Smith County,45.4122013,-120.753042
Stafford County,32.3352505,-95.3102505
Stanton County,38.4334566,-77.4242972
Stevens County,41.9329995,-97.179026
Sumner County,48.4558249,-117.9059909
Thomas County,36.4718084,-86.4996546
Trego County,30.8417409,-83.8473015
Wabaunsee County,38.9900316,-99.8124935
Wallace County,38.9092089,-96.1526985
Washington County,38.9697127,-101.7979613
Wichita County,45.5469616,-123.1386021
Wilson County,33.9309651,-98.7481167
Woodson County,35.6925497,-77.8824596
Wyandotte County,37.9197853,-95.8142885
Kentucky,39.0986811,-94.7691586
US ,38.1968222,-85.7256372
Trimble County,37.09024,-95.712891
Anderson County,38.6013284,-85.3136218
Carroll County,34.5528328,-82.6483442
Bourbon County,39.5423418,-77.0564464
Nicholas County,38.2170752,-84.2278796
Oldham County,38.3307714,-80.7657804
McCreary County,38.3560025,-85.4788065
Ballard County,36.6973499,-84.4802606
Todd County,37.0359869,-89.0179332
Mercer County,46.0307728,-94.8315488
Fayette County,40.3028533,-74.7337069
Perry County,33.4502206,-84.4802606
Henry County,40.371376,-77.2405153
Henderson County,33.4347963,-84.1435136
Jefferson County,35.3725873,-82.4319405
Bullitt County,39.5800298,-105.2662931
Clark County,37.9842107,-85.684578
Rockcastle County,36.0795613,-115.094045
Pendleton County,37.3743065,-84.3121264
Carter County,38.7283386,-84.3962535
Madison County,36.2638604,-82.12784
Pulaski County,38.9041402,-89.9253233
Franklin County,34.7538615,-92.2236667
Boyle County,40.0154745,-82.9931607
Lyon County,37.6526034,-84.8150781
Monroe County,38.9524739,-119.1390642
Scott County,43.2841246,-77.7452081
Ohio County,44.6834072,-93.5407909
Lewis County,37.5108523,-86.8220341
Knott County,46.6195461,-122.4554639
Shelby County,37.3461117,-82.9931607
Powell County,35.1268552,-89.9253233
Floyd County,37.8380647,-83.8260884
Mason County,38.2869276,-85.8895551
Kenton County,47.4251146,-123.1951376
Grant County,38.9863872,-84.564147
Bath County,47.1981147,-119.3732456
Green County,38.111733,-79.6502105
Logan County,42.6287336,-89.6251646
Bracken County,40.3899679,-83.8473015
Marion County,38.7117016,-84.059029
Menifee County,29.2787765,-82.12784
Boone County,37.9335368,-83.634843
Marshall County,38.9940572,-84.7315563
Campbell County,34.3652297,-86.3376761
Union County,37.221014,-79.1096901
Pike County,34.9338651,-80.543845
McCracken County,41.3361875,-75.0611147
Simpson County,37.0330607,-88.7108964
Montgomery County,36.7772014,-86.6207943
Warren County,39.1547426,-77.2405153
Jackson County,39.4241422,-84.1857115
Adair County,38.9914998,-94.315422
Fleming County,41.2741733,-94.479976
Nelson County,38.3987633,-83.6773928
Estill County,37.7478599,-78.8835548
Hardin County,37.6975384,-83.9744262
Edmonson County,30.364764,-94.315422
Taylor County,37.1941682,-86.2158497
Woodford County,32.2455088,-99.8124935
Lawrence County,40.7128889,-89.1705998
Butler County,40.957855,-80.365865
Lincoln County,39.440463,-84.5222189
Leslie County,35.4637028,-81.2078164
Allen County,37.0698286,-83.3789389
Livingston County,41.0932622,-85.023346
Spencer County,42.6207951,-83.8473015
Jessamine County,38.0123167,-85.3136218
Webster County,37.895573,-84.564147
Graves County,42.3974963,-94.1513764
Boyd County,36.6887728,-88.7108964
Daviess County,38.3833265,-82.6915429
Gallatin County,37.7307984,-87.1023746
Breathitt County,45.5388865,-111.1194231
Meade County,37.5359616,-83.336188
Owen County,44.4415188,-102.6855069
Laurel County,39.3603429,-86.8220341
Grayson County,37.0693489,-84.1857115
Martin County,33.7062406,-96.663812
Clay County,27.0804935,-80.4103957
Hancock County,29.9943564,-81.7787021
Garrard County,39.8249915,-85.8486236
Breckinridge County,37.6413234,-84.564147
Casey County,37.7982002,-86.4592091
Russell County,37.3157449,-84.8984775
Whitley County,36.9904385,-82.0842901
Hopkins County,41.1136133,-85.520024
Fulton County,33.2282942,-95.4777811
Greenup County,33.8033965,-84.3962535
Washington County,38.5665695,-82.9501558
Muhlenberg County,45.5469616,-123.1386021
Calloway County,37.1772501,-87.1422895
Carlisle County,36.6402766,-88.285042
Larue County,36.8206685,-88.9796776
Hart County,37.5189552,-85.7256372
Barren County,34.3500039,-82.9501558
Christian County,36.9676836,-85.8486236
Harrison County,36.997644,-93.1779659
Crittenden County,30.432087,-89.0179332
Harlan County,35.3021443,-90.3748354
Johnson County,36.8890304,-83.2077645
Clinton County,38.845412,-94.8520636
Lee County,42.9663458,-84.5222189
McLean County,26.6630286,-81.9534815
Caldwell County,40.5478429,-88.864698
Rowan County,35.9227448,-81.5596427
Knox County,35.6303455,-80.543845
Trigg County,35.9874629,-83.9419784
Owsley County,36.8473642,-87.7763333
Wayne County,37.4294933,-83.7199136
Bell County,42.2790746,-83.336188
Letcher County,31.134411,-97.5247243
Cumberland County,37.125351,-82.8640623
Hickman County,34.9542604,-78.7476208
Morgan County,35.8012797,-87.460397
Wolfe County,41.0576176,-111.6183755
Magoffin County,37.7550869,-83.4643551
Elliott County,37.730555,-83.0361376
Metcalfe County,38.1575088,-83.1220074
Robertson County,37.0032438,-85.643487
Louisiana,36.5250666,-86.8621827
US ,29.9540304,-92.302446
East Carroll Parish,37.09024,-95.712891
Evangeline Parish,32.7570923,-91.2506002
St. Landry Parish,30.7821781,-92.3813621
East Feliciana Parish,30.6036535,-92.0665197
Catahoula Parish,30.8458948,-91.0203224
Franklin Parish,31.7053083,-91.9099238
St. Martin Parish,32.0737103,-91.5983959
Winn Parish,30.2395901,-91.7538817
Assumption Parish,31.9196124,-92.6586401
Morehouse Parish,29.9232544,-91.09694
Acadia Parish,32.796224,-91.7538817
Iberia Parish,30.2297347,-92.3813621
Jefferson Davis Parish,29.4992629,-91.7538817
Madison Parish,30.2672346,-92.8178291
West Carroll Parish,32.4401578,-91.2891036
Iberville Parish,32.7545792,-91.4821482
Allen Parish,30.2899179,-91.4048249
Avoyelles Parish,30.5887484,-92.8577105
St. James Parish,30.9711824,-92.0665197
St. Mary Parish,30.0179292,-90.7913227
Vermilion Parish,29.502976,-91.443469
Terrebonne Parish,29.8601413,-92.3813621
Concordia Parish,29.2299682,-90.7532809
St. Bernard Parish,31.4808983,-91.637215
Jackson Parish,29.879791,-89.3226954
Cameron Parish,32.2399791,-92.539603
Calcasieu Parish,29.8434436,-93.1779659
Pointe Coupee Parish,30.2089286,-93.3388917
Lafayette Parish,30.6102166,-91.5983959
Richland Parish,30.1895142,-92.027319
De Soto Parish,32.3887281,-91.7928402
West Baton Rouge Parish,32.0310567,-93.6623239
Caldwell Parish,30.4751202,-91.3276422
Rapides Parish,32.0669717,-92.0665197
La Salle Parish,31.1461104,-92.539603
Bienville Parish,31.7002461,-92.2236667
Caddo Parish,32.4107403,-93.0175712
Natchitoches Parish,32.6136798,-93.8655303
St. John the Baptist Parish,31.6801229,-93.1779659
Vernon Parish,30.1118331,-90.4879916
Grant Parish,31.1320009,-93.1779659
Tensas Parish,31.6943716,-92.539603
Tangipahoa Parish,32.077218,-91.2891036
Webster Parish,30.6194521,-90.3748354
Ouachita Parish,32.7641355,-93.3388917
Union Parish,32.4271852,-92.2236667
Washington Parish,32.7859102,-92.3813621
St. Tammany Parish,30.803926,-90.0746767
Livingston Parish,30.4357418,-89.9253233
West Feliciana Parish,30.4340146,-90.6773046
Claiborne Parish,30.8423123,-91.4048249
Orleans Parish,32.7722557,-93.0175712
LaFourche Parish,29.9510658,-90.0715323
Bossier Parish,29.6952295,-90.5257823
East Baton Rouge Parish,32.7551322,-93.6623239
Jefferson Parish,30.5693593,-91.09694
Sabine Parish,29.6498691,-90.1120696
Beauregard Parish,31.4893252,-93.5003454
St. Charles Parish,30.7611484,-93.3388917
Ascension Parish,29.9273657,-90.3371889
Plaquemines Parish,30.2017295,-90.9438468
Lincoln Parish,29.3240045,-89.4742177
St. Helena Parish,32.598888,-92.6983868
Red River Parish,30.8021866,-90.6773046
Maine,32.7545792,-91.4821482
US ,45.253783,-69.4454689
Piscataquis County,37.09024,-95.712891
York County,45.7049857,-69.3375071
Knox County,37.2103925,-76.3868797
Cumberland County,35.9874629,-83.9419784
Penobscot County,34.9542604,-78.7476208
Waldo County,45.3230777,-68.5806727
Sagadahoc County,44.5106837,-69.2077896
Kennebec County,43.8171265,-69.7825531
Washington County,44.4499153,-69.7038278
Oxford County,45.5469616,-123.1386021
Lincoln County,44.4906897,-70.7840564
Franklin County,35.4637028,-81.2078164
Hancock County,40.0154745,-82.9931607
Androscoggin County,39.8249915,-85.8486236
Aroostook County,44.1912416,-70.1707037
Somerset County,46.819941,-68.4766064
Maryland,45.7049857,-69.3375071
US ,39.0457549,-76.6412712
Kent County,37.09024,-95.712891
Calvert County,43.0097027,-85.520024
Wicomico County,38.4949503,-76.5025742
Harford County,38.3941813,-75.667356
Worcester County,39.5838964,-76.3637285
Baltimore County,38.1584227,-75.4344727
Washington County,39.4647665,-76.7336521
Anne Arundel County,45.5469616,-123.1386021
Howard County,38.9530109,-76.5488232
Montgomery County,39.2873463,-76.964306
Frederick County,39.1547426,-77.2405153
Talbot County,39.3844507,-77.4701972
Carroll County,38.7803973,-76.1319953
Caroline County,39.5423418,-77.0564464
Prince Georges County,38.0445557,-77.2864879
Charles County,38.7849211,-76.8720961
Cecil County,38.5221781,-77.1024902
Dorchester County,39.5739403,-75.946324
Baltimore City,33.1680383,-80.543845
Allegany County,39.2903848,-76.6121893
Queen Annes County,42.3129816,-78.0195387
St. Marys County,39.0263572,-76.1319953
Somerset County,38.1060259,-76.3637285
Garrett County,40.5292099,-74.6400432
Michigan,42.3471357,-72.6624209
,,
Grand Traverse County,37.09024,-95.712891
Arenac County,44.687984,-85.520024
Clare County,43.9973355,-83.6773928
Oakland County,44.0565054,-84.8567932
Alger County,42.5921924,-83.336188
Shiawassee County,46.927418,-86.5087741
Kent County,42.949754,-84.1857115
Manistee County,43.0097027,-85.520024
Wayne County,44.2444704,-86.3242225
Muskegon County,42.2790746,-83.336188
Berrien County,43.2831969,-86.7416374
Genesee County,42.0320742,-86.7416374
Saginaw County,43.0777289,-83.6773928
Ottawa County,43.4044253,-84.0167423
Washtenaw County,42.953023,-86.0937312
Midland County,42.3076493,-83.8473015
Macomb County,43.5750978,-84.3542049
Dickinson County,42.7168759,-82.820974
Montmorency County,43.4049388,-95.1849219
Marquette County,45.0742794,-84.1403141
Osceola County,43.865322,-89.3226954
Ingham County,28.1019838,-81.0754657
Wexford County,42.6468943,-84.3542049
Lenawee County,44.387157,-85.520024
Eaton County,41.8433859,-84.0167423
Gratiot County,42.5886496,-84.7733325
Delta County,43.2836505,-84.6897495
Antrim County,38.8531357,-107.763621
Leelanau County,44.9730441,-85.1769095
Cheboygan County,45.0821226,-86.0733634
Emmet County,45.5472257,-84.5636283
Schoolcraft County,45.6418969,-84.9769067
Gogebic County,46.0693515,-86.1903622
Ionia County,46.4392785,-89.921474
Mackinac County,42.9892119,-85.023346
Charlevoix County,46.023372,-84.9963081
Gladwin County,45.4342853,-85.4374778
Alpena County,44.0327885,-84.3542049
Jackson County,45.0168239,-83.1116742
Kalamazoo County,38.9914998,-94.315422
Livingston County,42.2278346,-85.520024
Tuscola County,42.6207951,-83.8473015
St. Clair County,43.5301144,-83.5070203
Huron County,43.016179,-82.6483442
Benzie County,43.9466791,-82.820974
Mecosta County,44.678277,-86.2970998
Houghton County,43.6201025,-85.354965
Roscommon County,47.1211215,-88.5694012
Bay County,44.3516109,-84.6897495
Isabella County,30.1805306,-85.684578
Missaukee County,43.598799,-84.8567932
Montcalm County,44.366621,-85.023346
Lapeer County,43.3057341,-85.1894045
Calhoun County,43.0482433,-83.1649001
Hillsdale County,33.7701576,-85.80766
Oceana County,41.8685961,-84.5222189
Van Buren County,43.6656285,-86.6611083
Luce County,42.2459665,-86.0121573
Iosco County,46.5827512,-85.513329
Otsego County,44.3340462,-83.6386226
Chippewa County,42.5779779,-75.0611147
Monroe County,45.0673752,-91.2924666
Lake County,43.2841246,-77.7452081
Alcona County,42.3689363,-87.8271534
St. Joseph County,44.6727944,-83.6022398
Newaygo County,41.6228085,-86.3376761
Oscoda County,43.5593582,-85.7666645
Menominee County,44.6278903,-84.1857115
Allegan County,45.4995277,-87.5746277
Clinton County,42.5709865,-86.3376761
Ogemaw County,42.9663458,-84.5222189
Kalkaska County,44.3270741,-84.1857115
Branch County,44.6674445,-85.023346
Sanilac County,41.8913835,-85.023346
Baraga County,43.4069041,-82.7347142
Presque Isle County,46.7352761,-88.3010401
Ontonagon County,45.5729299,-83.597821
Iron County,46.8727913,-89.3131189
Mason County,37.7854715,-113.1918021
Barry County,47.4251146,-123.1951376
Crawford County,42.5354321,-85.354965
Cass County,41.6661391,-80.2767327
Keweenaw County,38.6574448,-94.315422
Minnesota,47.7515686,-88.3249369
US ,46.729553,-94.6858998
Aitkin County,37.09024,-95.712891
Anoka County,46.6185433,-93.4536692
Becker County,45.3292832,-93.2197005
Beltrami County,46.9164628,-95.7036557
Benton County,48.0370038,-94.8289239
Big Stone County,44.6281686,-123.3873877
Blue Earth County,45.4932045,-96.4724
Brown County,43.9505132,-93.9878427
Carlton County,44.4561674,-87.9334803
Carver County,46.5619247,-92.6847226
Cass County,44.825431,-93.7841503
Chippewa County,38.6574448,-94.315422
Chisago County,45.0673752,-91.2924666
Clay County,45.524828,-92.9550305
Clearwater County,29.9943564,-81.7787021
Cook County,47.7200787,-95.3105661
Cottonwood County,41.7376587,-87.697554
Crow Wing County,44.0488692,-95.3102505
Dakota County,46.5957987,-94.1401699
Dodge County,44.731554,-93.1779659
Douglas County,43.3994215,-88.7108964
Faribault County,39.2587106,-104.9388853
Fillmore County,43.6448766,-93.9878427
Freeborn County,43.6956298,-92.0665197
Goodhue County,43.6656285,-93.3388917
Grant County,44.4430251,-92.6983868
Hennepin County,47.1981147,-119.3732456
Houston County,45.0208911,-93.5094574
Hubbard County,32.4219655,-83.634843
Isanti County,46.8366254,-95.0102983
Itasca County,45.6301379,-93.2537327
Jackson County,47.5507924,-93.5683651
Kanabec County,38.9914998,-94.315422
Kandiyohi County,45.9329034,-93.2883531
Kittson County,45.1144552,-95.0155836
Koochiching County,48.7563083,-96.865445
Lac qui Parle County,48.1816012,-93.648322
Lake County,45.0562676,-96.2006981
Lake of the Woods County,42.3689363,-87.8271534
Le Sueur County,48.6943855,-94.9265474
Lincoln County,44.461555,-93.9151438
Lyon County,35.4637028,-81.2078164
Mahnomen County,38.9524739,-119.1390642
Marshall County,47.3811737,-95.797516
Martin County,34.3652297,-86.3376761
McLeod County,27.0804935,-80.4103957
Meeker County,44.8440016,-94.315422
Mille Lacs County,45.1353179,-94.5150543
Morrison County,45.9228403,-93.6218744
Mower County,45.9846475,-94.052545
Murray County,43.6824988,-92.6983868
Nicollet County,34.7928029,-84.7315563
Nobles County,44.3572855,-94.2743628
Norman County,43.7196932,-95.8142885
Olmsted County,47.3416805,-96.5313092
Otter Tail County,43.995179,-92.3813621
Pennington County,46.5189435,-95.8935983
Pine County,43.8901111,-102.2547919
Pipestone County,46.0983087,-92.8070708
Polk County,43.9973355,-96.3226072
Pope County,27.8617347,-81.6911559
Ramsey County,45.5472257,-95.4363717
Red Lake County,44.9963986,-93.0615978
Redwood County,47.8770338,-96.1345641
Renville County,44.3516109,-95.3102505
Rice County,44.6674445,-94.976654
Rock County,44.2749995,-93.3388917
Roseau County,42.6251506,-89.0179332
Scott County,48.7249475,-95.9820524
Sherburne County,44.6834072,-93.5407909
Sibley County,45.4644612,-93.7298983
St. Louis County,44.5502089,-94.1513764
Stearns County,38.6103023,-90.4125181
Steele County,45.5844792,-94.5865603
Stevens County,43.9758523,-93.1779659
Swift County,48.4558249,-117.9059909
Todd County,45.2315651,-95.7196042
Traverse County,46.0307728,-94.8315488
Wabasha County,45.8030256,-96.365147
Wadena County,44.3020812,-92.2236667
Waseca County,46.6415934,-94.936044
Washington County,43.961388,-93.6623239
Watonwan County,45.5469616,-123.1386021
Wilkin County,43.9323091,-94.479976
Winona County,46.4087398,-96.5018468
Wright County,44.006499,-91.7538817
Yellow Medicine County,45.1538202,-94.0190943
Mississippi,44.7380445,-95.8564864
US ,32.3546679,-89.3985283
Yalobusha County,37.09024,-95.712891
Jefferson County,33.9768292,-89.6759101
Calhoun County,39.5800298,-105.2662931
Copiah County,33.7701576,-85.80766
Bolivar County,31.9012453,-90.3748354
Pearl River County,33.8829962,-90.8294002
Holmes County,30.8034081,-89.6251646
Sunflower County,40.5540928,-81.909826
Sharkey County,33.526164,-90.6773046
Leake County,32.9860902,-90.8294002
Grenada County,32.8073509,-89.4742177
Yazoo County,33.7516314,-89.8130356
Humphreys County,32.8078912,-90.3748354
Lamar County,36.0245773,-87.7369607
Webster County,33.75694,-95.6457951
Lawrence County,42.3974963,-94.1513764
Oktibbeha County,40.957855,-80.365865
Madison County,33.3886689,-88.90306
Coahoma County,38.9041402,-89.9253233
Tallahatchie County,34.1960298,-90.6393702
Hinds County,33.9302578,-90.1869644
Walthall County,32.2648353,-90.3748354
Lowndes County,31.125165,-90.1120696
Stone County,30.8600022,-83.2934086
Greene County,36.7748882,-93.4599326
Tishomingo County,39.697399,-83.8897057
Adams County,34.7615024,-88.2461183
Jefferson Davis County,39.8398269,-104.1930918
Lee County,31.5825281,-89.8130356
Monroe County,26.6630286,-81.9534815
Harrison County,43.2841246,-77.7452081
Marshall County,30.432087,-89.0179332
Washington County,34.3652297,-86.3376761
Forrest County,45.5469616,-123.1386021
Rankin County,31.2148677,-89.2847251
Jasper County,32.2653668,-89.9253233
Clay County,32.491436,-81.0754657
Jackson County,29.9943564,-81.7787021
Lafayette County,38.9914998,-94.315422
Chickasaw County,42.6293203,-90.0746767
Tippah County,43.0724667,-92.3813621
Jones County,34.7688097,-88.864698
Leflore County,31.5343241,-89.1705998
DeSoto County,33.5274427,-90.3748354
